;user_id;sex;university;faculty;graduation_year;faculty_type;outMinTransactionTime;outMaxTransactionTime;outMinCost;outMaxCost;outSumCost;outTransactionsCount;outAvgCost;outMinGap;outMaxGap;outEndTime;outCategoriesCount;inMinTransactionTime;inMaxTransactionTime;inMinCost;inMaxCost;inSumCost;inTransactionsCount;inAvgCost;inMinGap;inMaxGap;inEndTime;inCategoriesCount;cash_acts;credits;bookmaker_in;bookmaker_out;bookmaker_delta;online_games_in;online_games_out;online_games_delta;target
120;1438;;МГУ;Мировой политики;2016;Human;17;23;10;300;310;2;155.0;6;6;14;2;17;17;300;300;300;1;300.0;0;0;20;1;1;0;0;0;0;0;0;0;74.1665
121;1439;;УрГПУ;Институт иностранных языков;2014;Human;1;17;20;5800;21470;23;933.4780000000001;0;7;20;3;1;10;500;6400;20200;14;1442.86;1;2;27;1;8;0;0;0;0;0;0;0;74.1665
122;1449;Муж;СГА;Психология;2016;Human;1;35;1000;17900;189300;160;1183.12;1;6;2;1;1;35;1000;17500;188300;142;1326.06;1;6;2;1;29;0;0;0;0;0;189300;189300;74.1665
123;1452;;БашГУ;Исторический;2014;Human;1;7;10;200;230;4;57.5;0;6;30;3;1;1;200;200;200;2;100.0;0;0;36;1;1;0;0;0;0;0;0;0;74.1665
124;1462;;МГУ;Журналистики;2014;Human;2;10;70;5400;6670;4;1667.5;0;6;27;3;2;4;700;6000;6700;2;3350.0;2;2;33;1;2;0;0;0;0;0;1200;1200;74.1665
125;1478;Муж;ТулГУ;Институт гуманитарных и социальных наук (бывш. Гуманитарный);2014;Human;1;33;10;4900;26830;79;339.62;0;6;4;7;1;27;30;6300;27880;42;663.81;0;8;10;2;15;0;0;0;0;0;4580;4580;74.1665
126;1495;;УлГТУ;Гуманитарный;2015;Human;5;25;10;9800;9860;4;2465.0;1;13;12;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
127;1510;;СПбГУ;Институт истории (бывш. Исторический факультет);2014;Human;1;3;100;500;700;3;233.333;1;1;34;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
128;1513;Муж;СПбГУ;Филологический;2016;Human;20;30;20;300;510;4;127.5;0;6;7;3;20;20;500;500;500;1;500.0;0;0;17;1;1;0;0;0;0;0;300;300;74.1665
129;1523;;ЛГУ им. Пушкина;Психологии;2017;Human;17;17;1300;1300;1300;1;1300.0;0;0;20;1;17;17;1400;1400;1400;1;1400.0;0;0;20;1;1;0;0;0;0;0;0;0;74.1665
130;1526;Муж;СПбГУ;Журналистики (Высшая школа журналистики и массовых коммуникаций);2016;Human;10;29;1500;4400;9800;4;2450.0;3;16;8;1;10;29;1600;4600;10200;4;2550.0;3;16;8;1;3;1;0;0;0;0;0;0;74.1665
131;1533;;СПбГУ;Политологии;2016;Human;23;23;200;200;200;1;200.0;0;0;14;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
132;1535;Муж;НовГУ;Философский (Гуманитарный институт);2016;Human;1;27;30;2100;16020;36;445.0;0;5;10;4;1;13;600;2200;12400;24;516.6669999999999;1;3;24;1;11;0;0;0;0;0;3900;3900;74.1665
133;1539;;ЧГУ;Гуманитарный институт;2014;Human;1;14;40;60;100;2;50.0;13;13;23;2;8;8;40;40;40;1;40.0;0;0;29;1;0;0;0;60;60;0;0;0;74.1665
134;1540;;ВоГТУ;Гуманитарный;2016;Human;1;9;10;900;1710;5;342.0;2;6;28;2;1;3;800;900;1700;3;566.6669999999999;2;2;34;1;2;0;0;0;0;0;0;0;74.1665
135;1551;;НИУ СГУ им. Чернышевского;Институт филологии и журналистики;2014;Human;9;16;60;1400;1460;2;730.0;7;7;21;2;8;8;1500;1500;1500;1;1500.0;0;0;29;1;1;0;0;0;0;0;0;0;74.1665
136;1556;Муж;ВолГМУ;Социальной работы и клинической психологии;2018;Human;15;36;150;1400;14450;43;336.04699999999997;0;3;1;5;15;35;100;1500;14450;26;555.769;0;3;2;2;19;0;0;0;0;0;10950;10950;74.1665
137;1562;;БашГУ;Философии и социологии;2016;Human;4;4;100;100;100;1;100.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
138;1589;;ЮФУ (бывш. РГУ);Институт социологии и регионоведения;2014;Human;11;11;350;350;350;1;350.0;0;0;26;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
139;1591;Муж;ВГПУ;Институт иностранных языков;2014;Human;1;30;10;600;1650;11;150.0;1;14;7;2;5;24;50;600;1250;6;208.333;1;14;13;1;5;0;0;0;0;0;1640;1640;74.1665
140;1596;;ЮФУ (бывш. РГУ);Институт филологии, журналистики и межкультурной коммуникации (бывш. Филологии и журналистики, Лингвистики и словесности);2017;Human;4;4;10;10;10;1;10.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
141;1609;;РАНХиГС при Президенте РФ (АНХ при Правительстве РФ, РАГС при Президенте РФ);Политологии (РАГС);2017;Human;20;20;10;10;10;1;10.0;0;0;17;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
142;1632;;МГУ;Иностранных языков и регионоведения;2017;Human;2;31;100;1600;6000;9;666.6669999999999;0;17;6;4;2;10;500;1500;4400;5;880.0;1;5;27;1;4;0;0;0;0;0;0;0;74.1665
143;1635;Муж;МГПУ;Институт психологии, социологии и социальных отношений;2015;Human;7;14;150;2300;2700;3;900.0;1;6;23;2;7;8;250;2400;2650;2;1325.0;1;1;29;1;2;0;0;0;0;0;0;0;74.1665
144;1647;Муж;МГУ;Психологии;2015;Human;25;31;10;50;60;2;30.0;6;6;6;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
145;1654;;МПГУ (бывш. МГПИ им. Ленина);Иностранных языков (Институт филологии и иностранных языков);2014;Human;21;21;30;30;30;1;30.0;0;0;16;1;15;15;30;30;30;1;30.0;0;0;22;1;0;0;0;0;0;0;0;0;74.1665
146;1660;;РГСУ;Гуманитарный (бывш. Социально-гуманитарный);2016;Human;17;17;1000;1000;1000;1;1000.0;0;0;20;1;17;17;1000;1000;1000;1;1000.0;0;0;20;1;1;0;0;0;0;0;0;0;74.1665
147;1662;;МГПУ;Институт гуманитарных наук;2016;Human;1;22;60;1000;6810;15;454.0;1;6;15;3;1;1;1100;1100;1100;2;550.0;0;0;36;1;1;0;0;0;0;0;0;0;74.1665
148;1668;;МГЛУ;Институт международных отношений и социально-политических наук;2015;Human;4;10;30;1400;1430;2;715.0;6;6;27;2;4;4;1500;1500;1500;1;1500.0;0;0;33;1;1;0;0;0;0;0;0;0;74.1665
149;1670;;МПГУ (бывш. МГПИ им. Ленина);Педагогики и психологии;2014;Human;2;24;10;1600;1660;3;553.3330000000001;6;16;13;2;18;18;1600;1600;1600;1;1600.0;0;0;19;1;1;0;0;0;0;0;0;0;74.1665
150;1683;Муж;МГУ;Исторический;2016;Human;3;29;150;5000;21900;9;2433.33;0;8;8;4;3;29;5000;6000;21000;5;4200.0;3;15;8;1;4;0;0;0;0;0;15000;15000;74.1665
151;1686;;МГУП (печати) (бывш. МГАП, МПИ);Институт издательского дела и журналистики;2018;Human;1;2;600;600;1200;2;600.0;1;1;35;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
152;1689;;ТвГТУ;Дополнительного профессионального образования;2015;Human;2;6;5000;9300;29300;5;5860.0;1;1;31;1;2;6;5000;9300;29300;5;5860.0;1;1;31;1;5;1;0;0;0;0;0;0;74.1665
153;1691;;ТулГУ;Институт гуманитарных и социальных наук (бывш. Гуманитарный);2014;Human;11;12;450;1000;1450;2;725.0;1;1;25;2;11;11;1500;1500;1500;2;750.0;0;0;26;1;1;0;0;0;0;0;0;0;74.1665
154;1697;;ННГУ им. Лобачевского;Институт международных отношений и мировой истории;2015;Human;6;13;3000;3500;18800;6;3133.33;1;3;24;1;6;13;3100;3600;19400;6;3233.33;1;3;24;1;6;1;0;0;0;0;0;0;74.1665
155;1706;Жен;МГУ;Журналистики;2016;Human;1;34;40;4100;18840;23;819.13;1;7;3;2;1;34;800;4500;20400;22;927.273;1;13;3;1;11;1;0;0;0;0;0;0;74.1665
156;1716;;МПГУ (бывш. МГПИ им. Ленина);Филологический (Институт филологии и иностранных языков);2015;Human;12;12;100;100;100;1;100.0;0;0;25;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
157;1723;;МГПУ;Институт иностранных языков;2014;Human;3;3;200;200;200;1;200.0;0;0;34;1;3;3;200;200;200;1;200.0;0;0;34;1;0;0;0;0;0;0;0;0;74.1665
158;1744;Жен;МГУ;Журналистики;2016;Human;1;28;200;450;900;4;225.0;7;20;9;2;1;28;200;600;1100;4;275.0;7;20;9;1;3;0;0;0;0;0;200;200;74.1665
159;1755;Жен;МГУ;Журналистики;2015;Human;1;36;30;10600;13090;8;1636.25;2;7;1;3;1;29;400;10600;13200;5;2640.0;2;12;8;1;5;0;0;0;0;0;0;0;74.1665
160;1759;;МГППУ;Консультативной и клинической психологии;2017;Human;11;11;10;10;10;1;10.0;0;0;26;1;5;5;10;10;10;1;10.0;0;0;32;1;0;0;0;0;0;0;0;0;74.1665
161;1768;Муж;МГОУ (областной);Лингвистический (Переводческий, Институт лингвистики и межкультурной коммуникации);2018;Human;1;36;10;2100;17320;48;360.833;0;4;1;2;1;35;100;2300;17350;37;468.91900000000004;0;5;2;2;25;0;0;0;0;0;7970;7970;74.1665
162;1792;Муж;ТГСХА;Институт дистанционного образования;2018;Human;1;35;20;1200;13680;89;153.708;0;13;2;5;1;35;200;3000;14550;23;632.609;0;10;2;3;15;0;300;1000;700;0;0;0;74.1665
163;1794;;ПНИПУ (бывш. ПГТУ);Гуманитарный;2014;Human;16;26;20;3000;4420;5;884.0;0;9;11;4;7;20;20;6000;10420;6;1736.67;1;9;17;2;3;0;0;3000;3000;0;0;0;74.1665
164;1799;Муж;НГПУ им. Козьмы Минина;Психологии и педагогики;2015;Human;1;32;50;15900;96400;326;295.70599999999996;0;4;5;4;1;32;100;16700;98100;305;321.639;0;4;5;3;28;0;6900;68300;61400;0;0;0;74.1665
165;1802;;ОГТИ (филиал ОГУ);Дошкольного и начального образования (бывш. Педагогики и методики начального образования, Дошкольной педагогики и психологии);2014;Human;8;8;3000;3000;3000;1;3000.0;0;0;29;1;8;8;3100;3100;3100;1;3100.0;0;0;29;1;1;1;0;0;0;0;0;0;74.1665
166;1823;;НГПУ;Психологии;2014;Human;33;33;2500;2500;2500;1;2500.0;0;0;4;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
167;1834;;МПГУ (бывш. МГПИ им. Ленина);Филологический (Институт филологии и иностранных языков);2015;Human;7;7;100;100;100;1;100.0;0;0;30;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
168;1846;;МГУ;Иностранных языков и регионоведения;2015;Human;1;7;10;1400;2010;4;502.5;0;6;30;3;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
169;1857;;МГУ;Психологии;2018;Human;1;18;20;2100;12170;70;173.857;1;2;19;1;1;18;20;2100;12270;72;170.417;1;2;19;1;17;0;0;0;0;0;12170;12170;74.1665
170;1865;Жен;МГУ;Журналистики;2018;Human;14;32;10;1300;2610;4;652.5;1;14;5;2;14;32;1000;1400;2400;2;1200.0;18;18;5;1;2;0;0;0;0;0;0;0;74.1665
171;1877;Муж;МГОПИ;Исторический;2015;Human;7;34;60;7200;35060;101;347.129;0;3;3;3;7;35;100;7500;31700;83;381.92800000000005;0;3;2;4;24;0;7750;27500;19750;0;0;0;74.1665
172;1880;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт международных отношений, истории и востоковедения;2015;Human;12;18;10;100;280;17;16.4706;1;2;19;1;12;16;100;100;300;4;75.0;1;3;21;1;3;0;0;0;0;0;0;0;74.1665
173;1902;;НИУ СГУ им. Чернышевского;Психолого-педагогического и специального образования;2016;Human;12;12;1100;1100;1100;1;1100.0;0;0;25;1;12;12;1100;1100;1100;1;1100.0;0;0;25;1;1;0;0;0;0;0;0;0;74.1665
174;1914;Жен;ВолГУ;Институт филологии и межкультурной коммуникации;2014;Human;19;34;10;10000;49710;13;3823.85;0;6;3;3;29;33;400;500;900;2;450.0;4;4;4;2;1;1;0;0;0;0;0;0;74.1665
175;1932;;НовГУ;Филологический (Гуманитарный институт);2015;Human;3;10;10;60;120;3;40.0;1;6;27;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
176;1960;;СПбГУ;Социологии;2014;Human;3;8;500;800;1300;2;650.0;5;5;29;1;3;8;500;800;1300;2;650.0;5;5;29;1;2;0;0;0;0;0;0;0;74.1665
177;1965;;СПбГУ;Психологии;2015;Human;1;16;10;44000;48660;15;3244.0;1;7;21;3;1;9;1000;44000;48800;8;6100.0;1;7;28;1;3;1;0;0;0;0;0;0;74.1665
178;1975;;НИУ СГУ им. Чернышевского;Институт истории и международных отношений;2014;Human;9;12;50;100;150;2;75.0;3;3;25;1;9;9;100;100;100;1;100.0;0;0;28;1;1;0;0;150;150;0;0;0;74.1665
179;1984;Муж;МГУ;Политологии;2015;Human;5;13;10;70;180;5;36.0;0;7;24;3;6;6;100;100;100;1;100.0;0;0;31;1;1;0;0;0;0;0;0;0;74.1665
180;1988;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт социально-философских наук и массовых коммуникаций;2014;Human;21;21;80;80;80;1;80.0;0;0;16;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
181;1989;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт международных отношений, истории и востоковедения;2014;Human;16;19;50;100;300;5;60.0;1;1;18;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
182;1990;Муж;СПбГУ;Институт философии (бывш. Философский факультет);2014;Human;14;27;10;300;580;9;64.4444;0;6;10;4;14;27;40;400;740;12;61.6667;1;12;10;2;1;0;0;0;0;0;0;0;74.1665
183;2043;;ЮФУ (бывш. РГУ);Институт филологии, журналистики и межкультурной коммуникации (бывш. Филологии и журналистики, Лингвистики и словесности);2014;Human;18;19;20;1100;1120;2;560.0;1;1;18;2;18;18;1200;1200;1200;1;1200.0;0;0;19;1;1;0;0;0;0;0;0;0;74.1665
184;2047;;СПбГУАП;Институт военного образования;2018;Human;31;31;2000;2000;2000;1;2000.0;0;0;6;1;31;31;2100;2100;2100;1;2100.0;0;0;6;1;1;0;0;0;0;0;0;0;74.1665
185;2054;Жен;КГУ им. Некрасова;Исторический;2018;Human;16;27;80;150;430;4;107.5;1;6;10;1;27;27;100;100;100;1;100.0;0;0;10;1;1;0;0;430;430;0;0;0;74.1665
186;2055;;ЯрГУ им. П. Г. Демидова;Социально-политических наук;2014;Human;1;30;10;1500;5810;16;363.125;0;13;7;4;1;10;300;2000;5400;10;540.0;1;3;27;2;7;0;0;1800;1800;0;1500;1500;74.1665
187;2061;Жен;РГУ имени С. А. Есенина;Иностранных языков;2017;Human;3;31;20;5000;12650;39;324.35900000000004;0;6;6;4;3;6;400;4000;6400;4;1600.0;0;2;31;2;4;0;0;0;0;0;0;0;74.1665
188;2066;;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Гуманитарный институт;2015;Human;35;35;50;50;50;1;50.0;0;0;2;1;35;35;100;100;100;1;100.0;0;0;2;1;1;0;0;0;0;0;0;0;74.1665
189;2094;;СПбГУ;Журналистики (Высшая школа журналистики и массовых коммуникаций);2017;Human;1;1;10;10;10;1;10.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
190;2096;Муж;РАНХиГС при Президенте РФ (АНХ при Правительстве РФ, РАГС при Президенте РФ);Политологии (РАГС);2016;Human;23;30;10;12500;13390;11;1217.27;0;6;7;3;24;24;500;500;500;1;500.0;0;0;13;1;0;0;500;400;-100;0;0;0;74.1665
191;2107;Муж;МГУ;Мировой политики;2018;Human;18;18;400;400;400;1;400.0;0;0;19;1;18;18;400;400;400;1;400.0;0;0;19;1;1;0;0;0;0;0;400;400;74.1665
192;2110;;МГУ;Психологии;2018;Human;1;1;150;150;150;1;150.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
193;2121;;МГУ;Философский;2015;Human;4;10;10;200;210;2;105.0;6;6;27;2;4;4;200;200;200;1;200.0;0;0;33;1;1;0;0;0;0;0;0;0;74.1665
194;2127;Муж;МГППУ;Клинической и специальной психологии;2014;Human;1;33;500;2000;14100;15;940.0;2;4;4;1;1;33;500;2000;14000;15;933.3330000000001;2;4;4;1;14;0;0;0;0;0;0;0;74.1665
195;2132;;МГУ;Исторический;2016;Human;2;15;40;9700;18340;7;2620.0;0;11;22;3;4;15;8500;10000;18500;2;9250.0;11;11;22;1;2;0;0;0;0;0;0;0;74.1665
196;2151;;МГУ;Филологический;2017;Human;1;1;200;200;200;1;200.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
197;2168;;МГЛУ;Немецкого языка;2015;Human;36;36;800;800;800;1;800.0;0;0;1;1;36;36;150;800;950;2;475.0;0;0;1;2;2;0;0;0;0;0;0;0;74.1665
198;2172;;МГУ;Исторический;2016;Human;1;30;40;1000;7060;28;252.143;0;6;7;6;1;24;10;1000;2160;8;270.0;1;17;13;2;4;0;0;0;0;0;5170;5170;74.1665
199;2175;Жен;МПГУ (бывш. МГПИ им. Ленина);Филологический (Институт филологии и иностранных языков);2017;Human;1;36;10;1700;1720;3;573.3330000000001;7;28;1;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
200;2180;Муж;ТюмГУ;Институт истории и политических наук (ИИПН);2016;Human;26;35;100;450;2400;20;120.0;1;3;2;1;26;35;100;450;2400;20;120.0;1;3;2;1;7;0;0;0;0;0;0;0;74.1665
201;2183;;ОГТИ (филиал ОГУ);Историко-филологический (бывш. Филологический, Исторический, Иностранных языков);2015;Human;2;2;2000;2000;2000;1;2000.0;0;0;35;1;2;2;2100;2100;2100;1;2100.0;0;0;35;1;1;1;0;0;0;0;0;0;74.1665
202;2189;;ПНИПУ (бывш. ПГТУ);Гуманитарный;2015;Human;8;8;400;400;400;2;200.0;0;0;29;1;8;8;450;450;450;2;225.0;0;0;29;1;1;0;0;0;0;0;0;0;74.1665
203;2219;;ЧелГУ;Психологии и педагогики;2014;Human;10;16;700;6300;16000;8;2000.0;1;3;21;1;10;16;700;6400;16400;8;2050.0;1;3;21;1;5;1;0;0;0;0;0;0;74.1665
204;2227;;ЧелГУ;Психологии и педагогики;2018;Human;1;21;10;500;2020;22;91.8182;0;7;16;3;1;21;70;800;2020;15;134.667;1;11;16;1;7;0;0;0;0;0;1420;1420;74.1665
205;2238;;ЧелГУ;Лингвистики и перевода;2015;Human;34;34;150;150;150;1;150.0;0;0;3;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
206;2246;;ОмГУ им. Достоевского;Центр делового образования (ЦДО);2016;Human;17;17;600;600;600;1;600.0;0;0;20;1;17;17;600;600;600;1;600.0;0;0;20;1;1;0;0;0;0;0;0;0;74.1665
207;2253;;ОмГТУ;Гуманитарного образования;2014;Human;18;25;10;150;260;3;86.6667;1;6;12;2;19;19;150;150;150;1;150.0;0;0;18;1;1;0;0;0;0;0;0;0;74.1665
208;2255;;ОмГТУ;Элитного образования и магистратуры;2016;Human;7;24;10;500;1160;6;193.333;1;12;13;2;7;12;300;500;1150;5;230.0;1;4;25;1;3;0;0;0;0;0;1150;1150;74.1665
209;2256;;ОмГУ им. Достоевского;Социально-гуманитарный (бывш. Теологии и мировых культур);2014;Human;6;19;10;350;370;3;123.333;6;7;18;2;13;13;350;350;350;2;175.0;0;0;24;1;1;0;0;0;0;0;0;0;74.1665
